,demand,p1,p2,p3,p4,p5
41688,10.0,4,77,93,87,30
41689,10.0,91,85,38,25,90
41690,10.0,6,60,34,83,3
41691,10.0,72,43,77,1,64
41692,10.0,62,4,76,15,86
41693,10.0,57,64,49,27,42
41694,10.0,41,45,80,4,82
41695,10.0,34,42,76,94,93
41696,10.0,24,43,37,70,35
41697,10.0,58,89,86,28,81
41698,10.0,73,40,50,61,36
41699,10.0,46,1,30,43,13
41700,10.0,90,92,2,35,71
41701,10.0,73,36,74,71,79
41702,10.0,9,5,13,18,37
41703,10.0,28,57,63,2,14
41704,10.0,20,14,5,30,55
41705,10.0,17,15,79,37,91
41706,10.0,73,32,74,68,49
41707,10.0,33,31,3,89,57
41708,10.0,33,32,71,87,43
41709,10.0,65,27,39,46,11
41710,10.0,31,9,55,30,38
41711,10.0,49,20,41,23,43
41712,10.0,86,77,60,78,73
41713,10.0,3,14,78,15,24
41714,10.0,49,36,61,61,43
41715,10.0,80,75,98,88,41
41716,10.0,41,14,44,62,31
41717,10.0,38,68,16,90,94
41718,10.0,5,83,83,80,53
41719,10.0,25,1,9,89,62
41720,10.0,50,11,27,75,91
41721,10.0,34,66,85,10,82
41722,10.0,3,60,38,2,32
41723,10.0,38,40,43,22,5
41724,10.0,36,41,87,60,98
41725,10.0,81,37,23,54,92
41726,10.0,77,25,49,93,15
41727,10.0,42,46,19,51,44
41728,10.0,73,16,18,16,90
41729,10.0,53,66,28,23,12
41730,10.0,31,72,74,59,1
41731,10.0,89,57,21,92,5
41732,10.0,67,66,71,92,9
41733,10.0,71,1,41,14,39
41734,10.0,80,26,48,30,38
41735,10.0,64,54,11,41,62
41736,10.0,89,62,70,9,82
41737,10.0,33,95,94,37,55
41738,10.0,86,43,38,32,6
41739,10.0,47,49,88,78,29
41740,10.0,24,89,70,43,7
41741,10.0,19,73,76,40,82
41742,10.0,89,46,48,68,9
41743,10.0,98,78,51,74,90
41744,10.0,23,69,36,97,71
41745,10.0,73,24,37,1,63
41746,10.0,92,61,39,16,83
41747,10.0,14,4,54,84,72
41748,10.0,67,81,74,76,5
41749,10.0,15,57,58,23,13
41750,10.0,42,11,63,12,40
41751,10.0,77,83,14,96,85
41752,10.0,38,20,98,62,20
41753,10.0,73,79,45,71,68
41754,10.0,72,64,88,6,96
41755,10.0,37,39,7,36,17
41756,10.0,47,88,15,28,62
41757,10.0,74,41,11,93,37
41758,10.0,30,65,71,30,25
41759,10.0,5,29,61,66,47
41760,10.0,17,97,59,77,30
41761,10.0,67,37,78,53,57
41762,10.0,5,14,90,74,54
41763,10.0,81,45,79,43,83
41764,10.0,50,71,83,42,90
41765,10.0,57,92,62,59,35
41766,10.0,4,35,89,39,71
41767,10.0,1,58,2,75,27
41768,10.0,93,95,38,60,72
41769,10.0,36,2,54,72,11
41770,10.0,38,98,22,32,7
41771,10.0,6,45,47,94,38
41772,10.0,73,20,9,70,74
41773,10.0,9,83,3,31,55
41774,10.0,25,38,78,31,29
41775,10.0,67,64,24,55,53
41776,10.0,36,23,83,7,47
41777,10.0,70,25,41,3,93
41778,10.0,21,27,67,5,53
41779,10.0,53,24,87,9,30
41780,10.0,87,41,81,87,26
41781,10.0,15,17,82,60,6
41782,10.0,22,49,52,9,72
41783,10.0,30,80,84,54,66
41784,10.0,23,46,43,33,31
41785,10.0,41,53,89,10,44
41786,10.0,3,76,63,16,70
41787,10.0,39,54,37,58,50
41788,10.0,84,69,71,65,84
41789,10.0,18,97,56,30,46
41790,10.0,88,44,73,4,9
41791,10.0,28,49,72,5,38
41792,10.0,58,35,30,31,43
41793,10.0,7,7,25,97,57
41794,10.0,90,7,79,69,25
41795,10.0,11,56,20,39,33
41796,10.0,59,75,35,21,86
41797,10.0,86,15,14,69,28
41798,10.0,77,80,8,56,91
41799,10.0,52,81,72,49,10
41800,10.0,37,91,83,60,44
41801,10.0,22,26,36,39,52
41802,10.0,81,92,41,92,54
41803,10.0,40,84,14,34,71
41804,10.0,85,37,41,20,37
41805,10.0,68,62,80,35,50
41806,10.0,26,3,8,62,80
41807,10.0,13,65,44,37,85
41808,10.0,71,6,41,14,26
41809,10.0,29,95,7,83,98
41810,10.0,63,22,20,41,11
41811,10.0,3,67,87,84,50
41812,10.0,48,5,41,82,7
41813,10.0,58,9,74,40,81
41814,10.0,68,40,57,20,97
41815,10.0,30,60,59,96,49
41816,10.0,63,84,8,37,48
41817,10.0,55,80,67,63,18
41818,10.0,41,21,95,55,49
41819,10.0,76,66,18,49,79
41820,10.0,90,91,40,68,42
41821,10.0,64,66,1,11,20
41822,10.0,21,64,77,18,51
41823,10.0,42,23,30,70,18
41824,10.0,69,79,10,64,41
41825,10.0,50,84,93,75,1
41826,10.0,25,98,39,90,17
41827,10.0,50,75,25,43,60
41828,10.0,4,6,40,81,51
41829,10.0,45,17,50,19,13
41830,10.0,9,74,25,64,7
41831,10.0,37,68,73,34,28
41832,10.0,70,85,71,26,21
41833,10.0,57,87,88,15,27
41834,10.0,82,13,9,52,90
41835,10.0,34,18,94,38,16
41836,10.0,34,62,63,8,51
41837,10.0,74,55,1,79,4
41838,10.0,52,63,98,9,47
41839,10.0,3,4,13,71,77
41840,10.0,64,10,78,91,7
41841,10.0,67,71,50,72,92
41842,10.0,90,96,56,22,52
41843,10.0,23,39,36,27,80
41844,10.0,66,71,69,34,10
41845,10.0,95,43,6,66,11
41846,10.0,26,69,66,1,81
41847,10.0,36,68,7,93,73
41848,10.0,23,60,34,95,44
41849,10.0,43,61,54,71,55
41850,10.0,18,3,6,87,58
41851,10.0,17,48,84,96,29
41852,10.0,29,71,90,57,77
41853,10.0,11,35,57,3,32
41854,10.0,95,54,25,71,52
41855,10.0,33,8,91,88,98
41856,10.0,95,39,43,31,36
41857,10.0,47,10,27,4,45
41858,10.0,10,59,97,35,8
41859,10.0,37,48,42,89,62
41860,10.0,68,47,66,88,19
41861,10.0,4,7,85,40,83
41862,10.0,98,15,82,42,18
41863,10.0,98,52,88,65,56
41864,10.0,94,18,64,10,54
41865,10.0,17,70,20,69,89
41866,10.0,51,55,86,14,84
41867,10.0,82,19,44,50,69
41868,10.0,41,74,20,82,2
41869,10.0,37,34,50,76,88
41870,10.0,77,78,70,80,49
41871,10.0,87,78,53,83,19
41872,10.0,97,94,50,41,81
41873,10.0,52,69,88,74,77
41874,10.0,7,31,37,10,10
41875,10.0,10,81,5,14,65
41876,10.0,98,60,33,27,96
41877,10.0,44,87,9,98,1
41878,10.0,39,48,48,57,41
41879,10.0,71,69,53,78,51
41880,10.0,44,26,68,28,91
41881,10.0,38,46,40,80,73
41882,10.0,63,33,98,10,64
41883,10.0,18,78,87,2,7
41884,10.0,91,76,71,9,48
41885,10.0,18,86,54,54,35
41886,10.0,25,21,49,25,72
41887,10.0,12,13,54,48,92
41888,10.0,20,91,18,34,73
41889,10.0,36,89,96,57,94
41890,10.0,22,7,83,80,43
41891,10.0,69,11,92,77,13
41892,10.0,34,18,92,93,85
41893,10.0,4,67,32,41,71
41894,10.0,76,43,38,43,64
41895,10.0,35,51,13,31,60
41896,10.0,86,50,48,67,5
41897,10.0,87,85,42,45,74
41898,10.0,70,17,51,61,28
41899,10.0,74,57,6,46,28
41900,10.0,51,33,34,8,23
41901,10.0,43,1,3,8,94
41902,10.0,74,62,15,4,53
41903,10.0,38,94,47,85,54
41904,10.0,60,51,58,59,10
41905,10.0,14,52,68,76,33
41906,10.0,74,67,62,73,23
41907,10.0,67,17,32,22,3
41908,10.0,71,36,21,68,13
41909,10.0,74,88,6,4,76
41910,10.0,31,16,20,71,36
41911,10.0,14,75,59,65,92
41912,10.0,13,98,41,61,19
41913,10.0,48,9,19,31,51
41914,10.0,84,51,23,34,39
41915,10.0,8,94,9,90,36
41916,10.0,22,62,71,2,47
41917,10.0,42,98,89,29,43
41918,10.0,17,97,93,21,21
41919,10.0,75,94,81,11,67
41920,10.0,5,93,20,37,23
41921,10.0,26,98,81,38,7
41922,10.0,41,86,72,37,52
41923,10.0,21,96,27,22,82
41924,10.0,20,14,6,60,29
41925,10.0,58,49,66,59,77
41926,10.0,12,36,69,29,93
41927,10.0,18,39,82,19,6
41928,10.0,49,2,47,51,53
41929,10.0,86,61,38,83,80
41930,10.0,16,48,55,80,91
41931,10.0,41,12,27,95,38
41932,10.0,82,24,93,50,43
41933,10.0,90,24,19,34,48
41934,10.0,11,73,70,75,2
41935,10.0,19,53,53,13,80
41936,10.0,11,47,95,73,37
41937,10.0,34,26,87,20,71
41938,10.0,1,19,15,20,66
41939,10.0,52,38,14,89,3
41940,10.0,13,96,3,69,86
41941,10.0,87,14,22,66,17
41942,10.0,74,85,7,1,96
41943,10.0,17,31,41,73,3
41944,10.0,82,87,82,94,4
41945,10.0,32,4,94,20,94
41946,10.0,10,4,35,5,44
41947,10.0,38,12,1,7,41
41948,10.0,80,54,32,29,2
41949,10.0,27,19,52,96,38
41950,10.0,89,37,85,3,91
41951,10.0,73,36,30,41,74
41952,10.0,33,58,20,62,95
41953,10.0,86,34,61,18,6
41954,10.0,34,20,16,20,37
41955,10.0,47,81,15,5,60
41956,10.0,63,40,23,21,66
41957,10.0,87,28,3,86,78
41958,10.0,14,39,38,80,58
41959,10.0,44,37,45,96,70
41960,10.0,36,49,80,27,40
41961,10.0,89,19,85,64,20
41962,10.0,73,35,18,42,14
41963,10.0,27,54,29,89,31
41964,10.0,61,29,34,54,11
41965,10.0,63,36,40,25,23
41966,10.0,81,29,24,92,94
41967,10.0,71,36,24,34,23
41968,10.0,76,91,64,26,66
41969,10.0,98,13,48,18,75
41970,10.0,22,19,91,34,22
41971,10.0,64,91,44,50,32
41972,10.0,97,73,17,75,97
41973,10.0,35,29,85,40,16
41974,10.0,45,47,95,94,28
41975,10.0,20,93,14,1,39
41976,10.0,57,55,58,28,62
41977,10.0,18,98,9,69,35
41978,10.0,98,94,24,32,73
41979,10.0,58,90,90,94,57
41980,10.0,73,72,46,72,26
41981,10.0,80,42,66,38,96
41982,10.0,33,86,59,19,84
41983,10.0,62,73,58,71,52
41984,10.0,36,74,25,82,31
41985,10.0,91,27,91,9,32
41986,10.0,75,80,18,65,98
41987,10.0,65,57,31,61,58
41988,10.0,96,86,68,70,43
41989,10.0,6,22,12,51,95
41990,10.0,98,33,87,42,22
41991,10.0,18,20,34,92,33
41992,10.0,2,94,95,43,87
41993,10.0,2,37,39,55,88
41994,10.0,17,24,89,10,94
41995,10.0,65,62,48,55,87
41996,10.0,90,91,10,35,59
41997,10.0,30,36,76,41,47
41998,10.0,10,24,95,12,87
41999,10.0,74,57,73,65,23
42000,10.0,86,60,48,59,79
42001,10.0,73,6,69,96,36
42002,10.0,12,17,82,1,70
42003,10.0,97,56,4,63,84
42004,10.0,75,97,56,5,28
42005,10.0,31,15,51,52,65
42006,10.0,5,63,64,32,91
42007,10.0,85,77,76,67,89
42008,10.0,57,49,47,39,79
42009,10.0,49,25,50,96,95
42010,10.0,58,36,72,39,66
42011,10.0,3,74,47,32,96
42012,10.0,12,50,71,50,61
42013,10.0,83,88,17,62,30
42014,10.0,23,41,87,96,59
42015,10.0,76,12,85,67,66
42016,10.0,28,83,23,96,21
42017,10.0,53,96,76,6,47
42018,10.0,10,83,17,18,94
42019,10.0,81,18,86,8,36
42020,10.0,76,33,70,27,55
42021,10.0,56,36,75,89,68
42022,10.0,84,77,82,48,4
42023,10.0,67,55,1,57,94
42024,10.0,77,2,44,31,63
42025,10.0,11,64,54,5,24
42026,10.0,71,69,90,66,66
42027,10.0,25,84,76,98,58
42028,10.0,90,84,28,70,68
42029,10.0,12,57,97,65,80
42030,10.0,69,94,79,50,54
42031,10.0,26,57,69,42,58
42032,10.0,85,8,24,15,24
42033,10.0,32,68,96,84,54
42034,10.0,8,89,15,4,5
42035,10.0,34,3,51,15,22
42036,10.0,84,70,47,51,55
42037,10.0,10,21,46,77,21
42038,10.0,54,43,69,17,80
42039,10.0,1,70,83,67,76
42040,10.0,49,73,79,12,18
42041,10.0,64,34,92,28,35
42042,10.0,38,34,96,93,33
42043,10.0,98,47,28,9,42
42044,10.0,86,16,92,76,22
42045,10.0,12,12,64,97,67
42046,10.0,20,56,37,15,73
42047,10.0,10,58,97,52,5
42048,10.0,48,30,20,9,51
42049,10.0,97,33,40,93,74
42050,10.0,56,42,56,68,37
42051,10.0,21,55,84,86,56
42052,10.0,73,46,16,10,43
42053,10.0,43,11,10,45,88
42054,10.0,75,83,19,34,10
42055,10.0,71,43,2,83,81
42056,10.0,78,22,8,43,8
42057,10.0,55,25,80,7,26
42058,10.0,62,42,9,45,69
42059,10.0,57,10,87,12,74
42060,10.0,55,1,47,8,79
42061,10.0,17,25,50,7,14
42062,10.0,80,61,54,60,55
42063,10.0,28,44,44,20,70
42064,10.0,39,28,70,37,29
42065,10.0,19,40,20,85,13
42066,10.0,2,11,67,93,10
42067,10.0,58,1,84,19,44
42068,10.0,29,92,33,42,53
42069,10.0,36,79,52,70,33
42070,10.0,63,42,79,2,73
42071,10.0,29,10,59,79,14
42072,10.0,5,19,18,29,51
42073,10.0,70,28,73,87,50
42074,10.0,10,22,24,30,23
42075,10.0,8,44,41,50,79
42076,10.0,29,14,41,75,27
42077,10.0,67,61,24,11,12
42078,10.0,19,73,20,75,11
42079,10.0,33,66,63,33,39
42080,10.0,2,9,75,10,30
42081,10.0,81,77,93,39,64
42082,10.0,32,78,39,74,53
42083,10.0,12,83,26,30,14
42084,10.0,57,38,31,93,72
42085,10.0,64,76,66,39,29
42086,10.0,10,63,78,51,67
42087,10.0,65,22,89,15,10
42088,10.0,4,8,32,19,13
42089,10.0,39,26,78,44,74
42090,10.0,94,4,57,40,97
42091,10.0,14,80,37,62,91
42092,10.0,18,19,18,14,24
42093,10.0,81,85,87,49,83
42094,10.0,14,38,17,74,41
42095,10.0,28,4,19,10,51
42096,10.0,6,89,29,68,50
42097,10.0,46,97,87,68,45
42098,10.0,11,77,22,95,56
42099,10.0,2,64,53,68,59
42100,10.0,24,20,57,90,33
42101,10.0,86,1,46,21,38
42102,10.0,94,26,87,86,21
42103,10.0,51,44,76,91,49
42104,10.0,3,66,13,94,81
42105,10.0,68,43,22,68,52
42106,10.0,55,21,69,59,19
42107,10.0,57,57,13,47,72
42108,10.0,16,84,61,20,25
42109,10.0,76,82,74,40,34
42110,10.0,57,78,73,62,21
42111,10.0,55,14,77,75,8
42112,10.0,96,75,78,59,74
42113,10.0,10,72,7,3,57
42114,10.0,4,76,93,16,87
42115,10.0,76,11,79,17,35
42116,10.0,67,13,14,94,88
42117,10.0,24,45,19,73,67
42118,10.0,65,54,75,1,29
42119,10.0,44,98,33,92,56
42120,10.0,35,48,67,54,44
42121,10.0,51,83,12,36,94
42122,10.0,4,45,85,98,82
42123,10.0,81,31,11,30,7
42124,10.0,96,86,21,13,55
42125,10.0,66,87,81,57,51
42126,10.0,50,28,58,30,66
42127,10.0,23,19,10,86,89
42128,10.0,81,77,3,44,46
42129,10.0,42,74,71,91,89
42130,10.0,41,36,42,90,89
42131,10.0,58,12,84,80,3
42132,10.0,30,45,70,97,19
42133,10.0,51,28,2,64,64
42134,10.0,37,27,33,85,15
42135,10.0,33,94,72,81,50
42136,10.0,24,3,27,53,9
42137,10.0,78,26,22,83,5
42138,10.0,77,87,80,14,18
42139,10.0,94,9,89,55,55
42140,10.0,67,12,18,7,70
42141,10.0,95,42,60,3,24
42142,10.0,63,88,57,55,3
42143,10.0,41,94,8,59,39
42144,10.0,69,86,12,86,8
42145,10.0,97,77,43,33,37
42146,10.0,19,89,41,98,90
42147,10.0,63,59,68,65,58
42148,10.0,73,7,12,94,27
42149,10.0,26,98,76,26,18
42150,10.0,33,24,3,62,14
42151,10.0,90,30,94,48,47
42152,10.0,42,7,82,77,9
42153,10.0,93,8,31,39,54
42154,10.0,64,55,36,41,69
42155,10.0,89,50,21,71,12
42156,10.0,44,14,95,12,83
42157,10.0,60,60,3,38,80
42158,10.0,62,48,97,54,69
42159,10.0,59,69,13,17,65
42160,10.0,72,6,28,79,20
42161,10.0,50,90,21,26,95
42162,10.0,28,50,22,78,79
42163,10.0,26,49,66,74,60
42164,10.0,97,45,5,56,57
42165,10.0,64,97,49,51,63
42166,10.0,25,65,33,84,20
42167,10.0,2,12,7,75,18
42168,10.0,55,46,65,56,9
42169,10.0,77,15,12,25,86
42170,10.0,67,45,67,1,18
42171,10.0,12,35,52,16,86
42172,10.0,26,74,43,47,57
42173,10.0,71,57,82,55,24
42174,10.0,69,34,22,89,82
42175,10.0,56,81,74,7,38
42176,10.0,13,14,1,97,4
42177,10.0,82,93,60,10,97
42178,10.0,29,31,61,61,53
42179,10.0,90,59,14,3,24
42180,10.0,34,86,9,6,28
42181,10.0,36,77,27,71,51
42182,10.0,3,67,21,34,84
42183,10.0,70,3,6,42,69
42184,10.0,61,55,49,56,70
42185,10.0,13,67,25,8,25
42186,10.0,63,81,40,34,84
42187,10.0,73,32,30,71,9
42188,10.0,58,13,45,57,97
42189,10.0,61,90,56,74,20
42190,10.0,70,5,54,45,64
42191,10.0,94,29,27,29,84
42192,10.0,4,13,18,56,45
42193,10.0,14,58,18,7,63
42194,10.0,26,47,70,95,60
42195,10.0,22,84,41,17,95
42196,10.0,93,63,41,19,43
42197,10.0,12,71,93,2,32
42198,10.0,44,51,44,59,89
42199,10.0,71,51,1,44,91
42200,10.0,53,15,12,37,75
42201,10.0,37,51,38,85,23
42202,10.0,22,47,8,54,12
42203,10.0,13,30,49,71,12
42204,10.0,15,98,38,66,60
42205,10.0,76,55,52,85,36
42206,10.0,24,96,56,7,1
42207,10.0,22,83,98,74,74
42208,10.0,22,18,2,67,73
42209,10.0,90,7,38,48,10
42210,10.0,32,72,55,66,61
42211,10.0,38,68,96,75,8
42212,10.0,58,15,87,32,57
42213,10.0,16,82,73,77,22
42214,10.0,18,67,87,71,75
42215,10.0,21,6,20,57,75
42216,10.0,29,78,73,83,18
42217,10.0,87,77,17,69,24
42218,10.0,16,71,94,22,4
42219,10.0,79,49,57,50,60
42220,10.0,68,86,10,25,52
42221,10.0,35,57,75,86,56
42222,10.0,27,1,24,26,52
42223,10.0,62,79,47,31,84
42224,10.0,97,82,39,88,39
42225,10.0,93,69,44,34,69
42226,10.0,40,32,20,68,65
42227,10.0,90,90,61,29,76
42228,10.0,3,46,46,22,35
42229,10.0,15,76,63,46,4
42230,10.0,23,4,54,64,71
42231,10.0,62,13,41,14,24
42232,10.0,63,94,37,36,79
42233,10.0,96,24,2,32,26
42234,10.0,87,71,64,35,45
42235,10.0,95,40,26,23,95
42236,10.0,39,18,58,6,70
42237,10.0,2,18,61,9,29
42238,10.0,39,37,9,60,41
42239,10.0,31,75,29,5,21
42240,10.0,33,75,81,43,23
42241,10.0,62,31,34,20,7
42242,10.0,81,1,73,36,65
42243,10.0,47,80,92,27,58
42244,10.0,82,44,19,15,61
42245,10.0,31,30,77,49,64
42246,10.0,3,84,35,98,42
42247,10.0,14,68,41,46,2
42248,10.0,48,27,82,22,11
42249,10.0,64,9,53,20,93
42250,10.0,43,56,63,31,92
42251,10.0,4,3,26,42,14
42252,10.0,77,81,17,53,79
42253,10.0,63,1,31,98,77
42254,10.0,95,6,50,10,76
42255,10.0,45,20,66,66,29
42256,10.0,80,36,42,2,67
42257,10.0,17,30,57,44,5
42258,10.0,24,76,68,44,34
42259,10.0,65,43,53,52,25
42260,10.0,45,22,79,64,11
42261,10.0,79,41,8,24,63
42262,10.0,13,98,78,14,2
42263,10.0,51,5,6,33,70
42264,10.0,14,75,67,16,14
42265,10.0,6,89,26,59,90
42266,10.0,27,8,39,76,13
42267,10.0,71,48,85,5,50
42268,10.0,13,13,7,80,86
42269,10.0,45,68,63,61,82
42270,10.0,72,6,95,17,78
42271,10.0,22,45,1,35,60
42272,10.0,83,57,72,96,49
42273,10.0,29,29,36,30,51
42274,10.0,53,30,7,63,69
42275,10.0,34,4,17,59,67
42276,10.0,75,75,79,23,36
42277,10.0,56,68,78,26,66
42278,10.0,96,13,5,54,67
42279,10.0,87,92,73,56,66
42280,10.0,19,89,24,44,3
42281,10.0,82,37,8,11,41
42282,10.0,30,87,9,29,60
42283,10.0,81,50,93,15,74
42284,10.0,19,19,49,29,59
42285,10.0,66,23,64,96,5
42286,10.0,43,80,39,92,89
42287,10.0,87,86,12,67,89
42288,10.0,36,41,16,13,72
42289,10.0,47,61,66,4,27
42290,10.0,98,80,62,29,37
42291,10.0,88,36,8,94,42
42292,10.0,29,52,90,46,21
42293,10.0,69,91,98,17,47
42294,10.0,43,50,45,59,66
42295,10.0,61,27,48,31,85
42296,10.0,55,83,68,94,76
42297,10.0,19,78,45,80,95
42298,10.0,98,49,76,11,6
42299,10.0,60,76,8,69,5
42300,10.0,48,66,7,19,55
42301,10.0,65,11,12,61,45
42302,10.0,89,67,48,72,68
42303,10.0,52,20,67,80,92
42304,10.0,93,24,44,67,2
42305,10.0,79,57,45,59,62
42306,10.0,95,12,94,47,51
42307,10.0,63,32,63,85,98
42308,10.0,31,10,97,46,59
42309,10.0,45,83,46,70,58
42310,10.0,57,13,7,91,75
42311,10.0,79,56,21,2,25
42312,10.0,40,55,13,7,25
42313,10.0,88,25,37,85,36
42314,10.0,67,52,80,83,39
42315,10.0,51,59,42,92,48
42316,10.0,48,14,20,32,76
42317,10.0,70,82,87,18,29
42318,10.0,43,46,51,96,80
42319,10.0,70,95,53,87,60
42320,10.0,48,2,73,7,82
42321,10.0,1,39,52,61,49
42322,10.0,26,84,82,66,98
42323,10.0,3,64,75,43,72
42324,10.0,47,34,9,30,42
42325,10.0,43,54,40,57,61
42326,10.0,45,81,12,21,97
42327,10.0,49,30,3,8,61
42328,10.0,58,14,97,73,45
42329,10.0,39,25,24,62,63
42330,10.0,69,23,98,4,41
42331,10.0,4,32,11,52,74
42332,10.0,32,82,80,90,87
42333,10.0,11,59,92,33,81
42334,10.0,66,21,91,24,15
42335,10.0,67,23,55,43,75
42336,10.0,18,40,32,46,72
42337,10.0,13,45,3,79,57
42338,10.0,89,23,88,97,89
42339,10.0,43,66,22,9,70
42340,10.0,14,49,25,81,33
42341,10.0,74,29,16,78,7
42342,10.0,50,64,94,47,32
42343,10.0,5,36,92,6,48
42344,10.0,86,29,82,90,37
42345,10.0,37,52,54,88,44
42346,10.0,4,67,94,65,25
42347,10.0,96,7,53,90,92
42348,10.0,86,74,61,18,69
42349,10.0,98,19,98,14,38
42350,10.0,64,86,71,10,29
42351,10.0,81,7,78,21,59
42352,10.0,71,41,73,46,35
42353,10.0,28,39,74,32,87
42354,10.0,52,35,28,50,34
42355,10.0,20,6,14,8,56
42356,10.0,25,21,6,56,49
42357,10.0,38,45,71,10,59
42358,10.0,5,36,28,48,20
42359,10.0,76,37,48,49,86
42360,10.0,40,64,46,81,55
42361,10.0,29,39,26,6,80
42362,10.0,84,58,49,18,73
42363,10.0,85,41,93,84,86
42364,10.0,97,31,83,56,45
42365,10.0,45,75,81,79,89
42366,10.0,52,4,8,65,18
42367,10.0,66,61,58,71,86
42368,10.0,77,73,68,47,81
42369,10.0,77,6,81,54,7
42370,10.0,51,92,5,86,78
42371,10.0,58,95,95,81,51
42372,10.0,22,73,57,96,25
42373,10.0,51,15,16,95,32
42374,10.0,23,16,81,73,76
42375,10.0,5,4,42,11,3
42376,10.0,23,38,33,40,33
42377,10.0,53,26,44,53,47
42378,10.0,62,63,57,39,37
42379,10.0,7,33,46,49,59
42380,10.0,25,35,17,87,55
42381,10.0,86,53,83,19,62
42382,10.0,2,32,58,8,40
42383,10.0,46,32,6,29,6
42384,10.0,12,23,22,90,59
42385,10.0,38,89,60,69,55
42386,10.0,66,92,29,40,31
42387,10.0,52,62,33,42,82
42388,10.0,56,74,10,26,65
42389,10.0,86,62,4,57,28
42390,10.0,23,22,62,29,50
42391,10.0,95,81,96,90,50
42392,10.0,96,84,25,20,34
42393,10.0,74,28,35,37,91
42394,10.0,89,76,8,83,18
42395,10.0,39,26,92,10,30
42396,10.0,3,65,92,8,84
42397,10.0,14,50,39,96,89
42398,10.0,93,44,6,16,17
42399,10.0,4,69,85,97,51
42400,10.0,98,22,8,4,41
42401,10.0,16,23,14,71,31
42402,10.0,98,57,51,96,84
42403,10.0,3,55,32,37,75
42404,10.0,30,67,98,81,50
42405,10.0,30,17,86,33,90
42406,10.0,69,64,23,30,72
42407,10.0,34,27,53,62,75
42408,10.0,64,15,62,56,3
42409,10.0,73,85,95,60,74
42410,10.0,57,35,12,89,21
42411,10.0,69,94,57,83,86
42412,10.0,96,18,93,83,55
42413,10.0,50,38,36,90,18
42414,10.0,85,48,47,43,81
42415,10.0,39,52,62,68,34
42416,10.0,9,53,70,32,91
42417,10.0,43,46,76,93,20
42418,10.0,30,19,25,80,2
42419,10.0,27,98,26,97,91
42420,10.0,81,49,88,45,77
42421,10.0,3,94,13,71,42
42422,10.0,74,59,28,8,84
42423,10.0,68,93,10,59,48
42424,10.0,44,94,73,60,85
42425,10.0,8,7,76,45,24
42426,10.0,85,15,58,39,45
42427,10.0,74,11,69,43,68
42428,10.0,37,15,3,94,26
42429,10.0,45,67,61,70,24
42430,10.0,43,41,86,16,73
42431,10.0,37,87,52,82,53
42432,10.0,49,19,54,47,48
42433,10.0,56,76,80,40,47
42434,10.0,39,58,90,9,75
42435,10.0,36,77,90,10,17
42436,10.0,88,14,48,21,72
42437,10.0,93,56,4,19,75
42438,10.0,2,93,11,70,29
42439,10.0,15,64,59,42,40
42440,10.0,57,97,66,40,34
42441,10.0,27,32,14,93,29
42442,10.0,13,46,6,43,28
42443,10.0,58,71,83,22,95
42444,10.0,19,41,8,98,73
42445,10.0,78,30,51,34,64
42446,10.0,56,71,55,60,79
42447,10.0,24,38,78,36,69
42448,10.0,21,61,97,53,6
42449,10.0,95,48,45,54,87
42450,10.0,47,14,19,37,25
42451,10.0,3,35,71,32,42
42452,10.0,78,5,86,69,40
42453,10.0,41,16,8,46,27
42454,10.0,7,55,66,15,11
42455,10.0,60,17,38,23,69
42456,10.0,54,46,94,4,10
42457,10.0,39,25,60,34,37
42458,10.0,64,47,3,27,8
42459,10.0,23,37,3,24,37
42460,10.0,97,54,83,10,89
42461,10.0,89,90,22,20,40
42462,10.0,65,92,96,1,61
42463,10.0,32,72,94,24,51
42464,10.0,13,66,62,45,10
42465,10.0,53,22,35,51,57
42466,10.0,17,8,31,86,74
42467,10.0,61,95,14,15,63
42468,10.0,60,30,45,11,91
42469,10.0,12,56,52,14,48
42470,10.0,19,90,77,17,46
42471,10.0,63,61,96,30,98
42472,10.0,7,92,26,35,47
42473,10.0,61,34,79,28,70
42474,10.0,46,77,5,72,74
42475,10.0,42,1,49,5,76
42476,10.0,7,72,43,22,87
42477,10.0,14,53,60,61,3
42478,10.0,12,9,29,70,24
42479,10.0,44,13,88,19,26
42480,10.0,29,28,45,46,28
42481,10.0,77,55,40,51,50
42482,10.0,45,40,49,93,38
42483,10.0,69,41,94,65,38
42484,10.0,3,77,16,21,67
42485,10.0,33,68,60,27,74
42486,10.0,58,56,41,73,85
42487,10.0,82,19,78,93,78
42488,10.0,12,19,52,89,53
42489,10.0,3,77,41,50,73
42490,10.0,63,8,59,88,44
42491,10.0,57,31,70,85,65
42492,10.0,66,54,50,60,31
42493,10.0,45,49,95,91,40
42494,10.0,36,51,64,39,44
42495,10.0,39,97,5,90,95
42496,10.0,41,20,93,84,10
42497,10.0,77,97,60,75,76
42498,10.0,25,76,28,12,38
42499,10.0,1,30,89,76,25
42500,10.0,26,85,18,34,25
42501,10.0,14,77,58,6,19
42502,10.0,78,74,8,32,68
42503,10.0,50,80,23,12,32
42504,10.0,39,54,70,94,15
42505,10.0,32,86,7,78,87
42506,10.0,17,36,26,81,2
42507,10.0,74,79,52,26,40
42508,10.0,87,78,6,76,89
42509,10.0,31,27,95,41,90
