,demand,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
17158,10.0,19,8,35,38,80,30,48,58,11,54
17159,10.0,71,14,43,6,97,27,57,86,82,33
17160,10.0,29,40,27,27,79,82,87,29,76,52
17161,10.0,79,55,85,6,1,96,96,58,90,27
17162,10.0,61,66,31,74,53,95,38,65,26,11
17163,10.0,53,71,21,17,11,43,36,17,34,1
17164,10.0,69,23,90,56,22,24,91,43,3,69
17165,10.0,64,29,70,31,74,2,28,34,37,58
17166,10.0,39,31,82,24,28,46,30,79,7,4
17167,10.0,5,5,71,38,10,78,18,52,30,65
17168,10.0,87,43,38,83,78,49,5,22,38,16
17169,10.0,98,64,9,13,34,73,38,36,4,85
17170,10.0,88,21,53,54,27,86,59,78,81,17
17171,10.0,72,16,83,98,26,26,94,29,2,71
17172,10.0,97,52,37,84,61,79,62,80,38,97
17173,10.0,89,58,74,17,13,52,34,21,18,45
17174,10.0,38,51,71,60,53,13,80,1,53,38
17175,10.0,26,96,90,61,77,66,72,39,93,81
17176,10.0,35,68,72,89,50,84,44,19,56,6
17177,10.0,94,92,84,76,83,71,17,40,79,11
17178,10.0,29,16,13,53,33,70,75,73,55,82
17179,10.0,40,86,65,21,31,60,52,87,2,90
17180,10.0,15,9,25,54,66,3,98,65,61,97
17181,10.0,71,60,97,59,59,46,75,92,89,81
17182,10.0,40,82,94,86,16,24,54,53,75,58
17183,10.0,72,91,63,20,15,54,36,5,78,41
17184,10.0,18,23,82,52,9,36,47,90,69,34
17185,10.0,60,22,94,39,62,29,47,83,13,57
17186,10.0,69,97,77,74,78,94,82,19,36,75
17187,10.0,59,95,91,33,73,70,91,24,10,83
17188,10.0,12,11,16,37,68,71,19,30,31,33
17189,10.0,41,21,34,78,4,95,48,37,1,44
17190,10.0,66,98,60,52,16,67,77,14,51,35
17191,10.0,40,2,20,98,81,49,96,79,93,25
17192,10.0,11,69,13,97,34,57,8,86,94,69
17193,10.0,90,49,72,78,89,26,12,21,7,28
17194,10.0,65,80,6,10,39,97,96,56,60,39
17195,10.0,16,16,55,67,9,58,65,57,42,85
17196,10.0,28,55,21,30,11,53,14,77,24,47
17197,10.0,32,19,36,3,30,16,7,87,91,18
17198,10.0,20,73,97,24,25,24,75,61,61,85
17199,10.0,51,77,70,17,25,86,82,6,86,53
17200,10.0,84,37,88,29,25,57,40,5,13,12
17201,10.0,7,12,93,41,67,88,11,12,52,68
17202,10.0,63,44,71,59,15,86,2,96,10,25
17203,10.0,2,59,8,47,55,50,43,85,7,18
17204,10.0,19,63,95,69,48,5,71,77,34,64
17205,10.0,67,67,7,33,80,15,93,87,61,12
17206,10.0,39,9,6,62,52,79,53,95,89,37
17207,10.0,48,74,79,28,93,18,7,19,22,87
17208,10.0,49,60,55,51,20,65,36,38,34,52
17209,10.0,41,23,38,18,60,30,41,21,25,46
17210,10.0,8,64,56,12,68,38,53,34,69,41
17211,10.0,19,65,5,18,14,17,57,58,24,46
17212,10.0,68,94,38,13,5,75,20,48,4,48
17213,10.0,5,76,76,71,91,11,79,64,10,91
17214,10.0,9,28,96,2,6,41,81,1,78,44
17215,10.0,27,23,8,94,72,82,96,45,90,90
17216,10.0,30,15,63,67,12,28,63,37,20,89
17217,10.0,2,10,71,7,48,35,71,65,25,16
17218,10.0,68,79,68,16,89,26,67,48,78,21
17219,10.0,24,42,94,61,55,20,16,2,50,77
17220,10.0,66,24,24,23,83,89,12,76,97,49
17221,10.0,21,47,82,22,22,3,25,47,87,8
17222,10.0,79,79,41,57,56,9,6,25,65,68
17223,10.0,48,33,98,70,13,90,26,17,97,1
17224,10.0,92,75,88,33,95,78,21,59,82,73
17225,10.0,45,5,72,64,90,36,93,2,53,38
17226,10.0,40,32,15,90,26,59,19,64,75,59
17227,10.0,78,91,63,63,71,78,68,15,90,22
17228,10.0,11,70,19,40,95,22,46,13,18,53
17229,10.0,1,91,75,31,98,77,19,13,11,87
17230,10.0,4,12,84,53,30,86,49,59,84,24
17231,10.0,48,85,34,57,44,76,32,48,22,31
17232,10.0,80,80,24,45,11,70,5,82,91,37
17233,10.0,31,95,13,16,28,27,5,13,45,84
17234,10.0,18,21,60,61,23,67,92,82,62,14
17235,10.0,1,79,13,22,14,48,24,94,49,36
17236,10.0,96,98,52,57,76,66,86,84,59,17
17237,10.0,16,22,12,24,89,81,30,15,18,57
17238,10.0,12,27,45,59,19,57,97,95,86,9
17239,10.0,43,19,30,8,60,35,65,96,42,39
17240,10.0,22,27,5,69,93,74,91,8,3,97
17241,10.0,29,67,89,76,11,94,1,65,40,88
17242,10.0,22,92,54,77,44,31,82,84,63,44
17243,10.0,92,96,4,96,65,19,93,84,64,86
17244,10.0,17,62,59,47,72,13,55,58,98,64
17245,10.0,73,68,70,67,17,46,70,58,95,60
17246,10.0,92,87,27,15,46,34,26,76,79,27
17247,10.0,39,7,34,50,37,4,28,26,59,81
17248,10.0,72,28,68,98,35,1,45,91,56,21
17249,10.0,32,38,19,12,18,87,68,60,84,41
17250,10.0,4,63,13,81,43,36,48,10,86,48
17251,10.0,11,80,68,96,96,26,29,46,96,13
17252,10.0,2,80,41,25,92,44,9,18,6,39
17253,10.0,77,37,4,71,12,75,31,64,3,28
17254,10.0,11,28,37,78,71,8,27,55,92,38
17255,10.0,16,41,73,61,83,69,15,94,67,71
17256,10.0,52,84,29,27,24,1,80,19,68,38
17257,10.0,10,12,54,63,59,22,12,4,60,24
17258,10.0,24,92,30,97,26,44,24,14,93,79
17259,10.0,52,35,82,11,55,57,51,79,71,37
17260,10.0,55,47,27,66,61,82,75,88,16,19
17261,10.0,9,15,27,39,84,8,61,72,67,75
17262,10.0,70,35,75,1,73,71,22,91,59,10
17263,10.0,91,52,47,95,91,10,31,67,9,79
17264,10.0,85,1,57,61,42,36,80,32,92,38
17265,10.0,32,14,59,5,19,64,11,47,67,3
17266,10.0,77,92,10,53,86,80,41,56,91,27
17267,10.0,52,33,78,39,19,86,72,73,94,82
17268,10.0,45,23,81,81,53,14,34,56,58,47
17269,10.0,82,43,9,55,55,91,84,29,43,25
17270,10.0,47,42,89,71,35,28,82,14,69,88
17271,10.0,64,98,13,92,7,77,93,80,8,28
17272,10.0,76,93,19,60,48,74,85,80,38,75
17273,10.0,69,3,46,80,96,87,7,67,79,84
17274,10.0,16,38,55,50,54,33,3,21,56,40
17275,10.0,98,93,70,15,8,94,80,21,41,22
17276,10.0,98,44,14,66,98,70,89,16,64,48
17277,10.0,58,90,89,60,70,5,84,70,11,31
17278,10.0,89,18,59,9,87,53,16,81,40,88
17279,10.0,46,21,20,45,67,98,13,51,34,22
17280,10.0,85,34,27,28,76,21,40,39,64,77
17281,10.0,15,36,98,78,82,80,44,12,90,96
17282,10.0,71,24,39,34,32,72,81,48,10,70
17283,10.0,76,51,88,73,73,90,56,76,9,57
17284,10.0,59,46,66,59,22,73,64,57,29,56
17285,10.0,39,54,57,29,72,19,14,16,31,3
17286,10.0,18,28,75,85,32,60,19,21,86,12
17287,10.0,5,31,48,10,46,79,26,6,8,69
17288,10.0,21,97,48,41,32,45,44,15,83,80
17289,10.0,31,30,73,14,73,83,58,2,96,49
17290,10.0,3,3,22,19,10,78,94,92,24,72
17291,10.0,11,87,45,17,65,97,75,73,53,32
17292,10.0,82,68,21,75,41,44,55,34,73,34
17293,10.0,88,83,6,25,65,76,68,7,78,62
17294,10.0,9,17,33,20,40,55,90,87,36,51
17295,10.0,61,69,84,17,13,49,4,82,5,36
17296,10.0,41,88,18,89,28,39,82,33,79,58
17297,10.0,39,23,93,51,15,14,67,71,19,86
17298,10.0,21,76,64,85,97,56,55,30,30,22
17299,10.0,3,10,54,79,64,54,4,17,98,51
17300,10.0,96,91,7,46,79,49,54,69,36,32
17301,10.0,42,37,32,81,4,57,85,14,80,52
17302,10.0,70,60,23,11,40,73,91,65,24,30
17303,10.0,91,43,63,55,47,42,90,6,55,86
17304,10.0,98,67,21,61,61,15,73,10,35,86
17305,10.0,64,28,53,80,31,55,58,46,43,30
17306,10.0,37,6,22,23,38,95,80,98,42,31
17307,10.0,55,51,88,50,48,38,65,34,71,21
17308,10.0,80,37,43,71,89,70,28,95,18,82
17309,10.0,39,95,85,66,76,85,40,11,83,57
17310,10.0,54,65,11,5,2,57,95,10,87,23
17311,10.0,52,38,80,76,45,61,18,87,15,63
17312,10.0,71,21,25,50,48,61,46,2,7,79
17313,10.0,81,50,23,6,89,53,22,28,37,78
17314,10.0,80,15,17,28,9,3,71,87,11,9
17315,10.0,92,38,10,61,55,7,76,23,81,80
17316,10.0,32,84,40,40,82,10,76,69,12,51
17317,10.0,54,90,94,63,4,85,59,24,87,48
17318,10.0,63,64,98,45,26,33,49,84,48,60
17319,10.0,42,79,41,1,34,94,41,76,20,66
17320,10.0,91,37,36,16,71,4,77,19,45,54
17321,10.0,16,48,75,36,86,61,93,62,85,97
17322,10.0,10,24,66,73,32,26,27,17,15,55
17323,10.0,90,80,36,93,44,91,71,6,71,31
17324,10.0,87,46,20,77,2,77,55,10,33,75
17325,10.0,94,64,33,26,81,78,48,67,22,37
17326,10.0,66,23,54,25,12,61,8,80,80,91
17327,10.0,74,14,54,56,12,39,22,9,94,47
17328,10.0,65,79,16,68,47,84,22,75,96,74
17329,10.0,20,54,56,16,38,23,80,42,24,13
17330,10.0,52,76,80,93,59,44,75,13,16,59
17331,10.0,38,16,52,2,98,21,29,80,73,46
17332,10.0,98,20,86,86,83,2,77,43,65,19
17333,10.0,11,34,93,55,90,60,15,78,75,92
17334,10.0,95,73,72,72,25,11,52,34,53,1
17335,10.0,86,91,84,62,67,39,91,94,90,56
17336,10.0,37,3,41,85,86,44,69,45,58,43
17337,10.0,30,52,36,26,50,69,14,21,46,33
17338,10.0,48,9,25,75,21,6,79,26,45,70
17339,10.0,12,39,21,71,83,57,89,91,76,87
17340,10.0,80,14,84,47,78,36,55,64,36,17
17341,10.0,10,94,53,73,47,44,28,37,93,1
17342,10.0,45,20,11,8,30,51,84,16,62,53
17343,10.0,47,2,39,81,26,6,25,90,59,60
17344,10.0,2,98,61,64,55,49,17,97,22,14
17345,10.0,97,46,76,63,19,12,59,95,55,67
17346,10.0,91,55,84,61,13,77,63,70,61,77
17347,10.0,73,18,24,76,96,83,64,21,63,3
17348,10.0,64,49,73,69,65,83,15,24,31,29
17349,10.0,61,60,66,89,17,82,21,41,56,38
17350,10.0,89,42,38,27,45,95,5,43,76,61
17351,10.0,36,28,94,84,85,4,22,48,39,71
17352,10.0,95,16,94,43,85,95,3,15,74,41
17353,10.0,22,98,22,81,51,94,4,55,72,81
17354,10.0,6,15,75,79,66,8,42,16,11,71
17355,10.0,98,62,9,88,4,85,78,4,84,59
17356,10.0,76,3,2,57,82,81,50,2,3,63
17357,10.0,6,64,7,6,6,52,34,10,32,52
17358,10.0,15,7,1,16,64,78,52,54,30,88
17359,10.0,58,56,87,97,54,68,98,9,98,85
17360,10.0,1,38,44,63,12,85,48,39,54,84
17361,10.0,24,94,7,74,45,1,52,51,45,37
17362,10.0,7,66,8,49,87,28,51,92,64,47
17363,10.0,72,81,46,15,86,7,94,86,61,93
17364,10.0,76,74,53,92,93,26,46,73,85,34
17365,10.0,84,39,82,33,5,90,27,1,76,29
17366,10.0,14,88,65,93,84,89,79,84,87,25
17367,10.0,85,63,60,5,80,32,35,89,33,19
17368,10.0,54,21,98,66,43,37,3,65,44,33
17369,10.0,67,13,41,7,81,28,46,40,76,46
17370,10.0,40,62,62,72,47,86,88,13,18,30
17371,10.0,36,74,76,66,26,27,87,20,48,80
17372,10.0,78,25,84,11,11,1,76,8,84,33
17373,10.0,16,7,61,19,91,76,13,45,37,64
17374,10.0,21,55,97,30,45,68,70,10,33,43
17375,10.0,5,81,63,31,17,74,16,16,92,96
17376,10.0,7,17,60,58,10,73,87,27,96,40
17377,10.0,13,90,24,52,52,53,65,39,51,31
17378,10.0,57,54,62,34,48,82,81,14,52,66
17379,10.0,43,52,1,43,97,83,62,33,52,33
17380,10.0,8,53,60,80,55,3,53,35,77,33
17381,10.0,60,24,41,30,52,18,92,52,85,29
17382,10.0,9,44,62,86,65,13,34,36,60,19
17383,10.0,36,95,78,9,81,46,46,96,37,89
17384,10.0,89,49,65,2,66,64,55,16,69,75
17385,10.0,94,55,24,61,28,44,83,85,50,60
17386,10.0,15,19,2,7,7,98,45,79,11,94
17387,10.0,97,68,14,8,76,52,14,93,64,4
17388,10.0,48,22,44,35,5,58,57,42,20,2
17389,10.0,5,77,54,45,3,86,28,5,69,56
17390,10.0,77,86,30,85,57,90,64,9,19,95
17391,10.0,87,77,66,57,18,8,73,79,80,15
17392,10.0,47,7,47,26,18,47,28,76,68,8
17393,10.0,97,34,39,83,40,70,88,2,64,76
17394,10.0,38,26,12,78,44,23,74,38,81,55
17395,10.0,89,13,92,33,86,62,60,46,49,86
17396,10.0,91,74,14,24,50,84,59,24,22,8
17397,10.0,78,68,75,41,78,27,19,28,92,37
17398,10.0,57,84,4,65,70,36,5,61,60,29
17399,10.0,15,92,24,33,94,45,42,30,74,61
17400,10.0,26,37,86,54,60,12,42,17,46,85
17401,10.0,20,29,62,57,33,30,46,25,58,59
17402,10.0,95,95,27,91,16,55,94,56,30,33
17403,10.0,96,85,20,23,49,51,50,46,46,44
17404,10.0,82,41,39,78,4,67,10,27,74,81
17405,10.0,81,96,78,3,91,56,8,76,14,35
17406,10.0,90,92,9,6,4,77,34,1,16,49
17407,10.0,1,72,76,4,29,16,67,88,57,54
17408,10.0,30,6,54,44,11,68,8,45,90,22
17409,10.0,91,58,44,48,66,72,72,85,81,84
17410,10.0,56,97,66,67,64,48,62,90,75,93
17411,10.0,12,18,26,61,49,76,66,91,58,36
17412,10.0,76,42,21,91,86,97,33,43,80,26
17413,10.0,11,73,65,78,37,27,92,64,37,8
17414,10.0,21,81,64,24,21,68,49,80,25,74
17415,10.0,45,84,22,87,98,10,97,90,75,26
17416,10.0,94,68,50,70,12,79,48,68,31,61
17417,10.0,69,80,46,46,59,56,28,81,65,48
17418,10.0,54,50,84,49,15,41,70,51,11,47
17419,10.0,67,89,87,73,83,7,7,31,79,42
17420,10.0,76,76,9,46,75,95,65,38,30,1
17421,10.0,49,78,61,72,60,59,54,32,83,69
17422,10.0,78,43,10,7,54,9,43,78,62,27
17423,10.0,86,22,97,44,71,9,62,72,12,6
17424,10.0,24,77,77,54,77,5,83,46,35,87
17425,10.0,54,12,94,84,72,85,78,89,78,84
17426,10.0,36,90,54,47,37,84,20,77,74,34
17427,10.0,92,22,5,30,33,54,88,87,55,88
17428,10.0,51,35,53,30,53,42,3,68,91,64
17429,10.0,56,30,83,29,78,72,20,20,6,21
17430,10.0,98,4,44,29,72,14,22,15,74,85
17431,10.0,24,46,83,79,3,56,93,24,12,75
17432,10.0,77,75,86,9,13,85,57,64,37,87
17433,10.0,16,85,22,29,59,10,25,85,92,18
17434,10.0,82,50,88,32,8,20,81,23,69,10
17435,10.0,47,45,51,25,17,47,53,40,16,42
17436,10.0,36,34,80,20,47,78,44,71,20,71
17437,10.0,30,72,65,79,38,45,3,62,58,14
17438,10.0,12,12,43,86,15,35,80,78,22,15
17439,10.0,17,62,87,2,78,67,62,78,86,17
17440,10.0,37,28,93,73,54,84,62,78,69,41
17441,10.0,20,69,63,39,85,60,69,50,62,33
17442,10.0,87,74,91,94,77,33,68,3,71,46
17443,10.0,47,32,85,10,25,16,14,70,1,71
17444,10.0,69,91,60,59,38,3,42,7,26,3
17445,10.0,44,28,19,59,61,39,13,21,18,40
17446,10.0,19,79,56,11,36,47,58,9,93,30
17447,10.0,42,65,14,69,79,77,89,50,10,49
17448,10.0,63,60,80,83,6,63,69,34,51,49
17449,10.0,42,74,73,53,39,32,74,5,9,38
17450,10.0,54,8,3,29,29,23,53,74,72,7
17451,10.0,71,63,41,87,60,22,17,79,64,1
17452,10.0,40,77,95,13,11,11,47,10,75,10
17453,10.0,23,13,28,8,75,94,34,67,61,21
17454,10.0,40,62,91,90,22,88,11,69,91,54
17455,10.0,44,31,38,94,73,63,78,68,93,3
17456,10.0,56,19,63,19,48,45,79,67,80,29
17457,10.0,31,61,17,27,8,8,39,1,96,75
17458,10.0,65,5,22,47,89,84,93,10,57,14
17459,10.0,27,48,13,4,24,58,31,94,87,83
17460,10.0,52,5,59,48,72,67,93,4,1,50
17461,10.0,54,85,8,25,27,95,90,37,22,83
17462,10.0,33,2,54,88,22,94,55,16,7,60
17463,10.0,10,82,93,69,62,26,58,54,86,65
17464,10.0,96,49,86,84,3,98,70,66,75,81
17465,10.0,20,21,74,52,77,72,31,42,29,23
17466,10.0,23,94,11,70,90,61,92,10,4,79
17467,10.0,6,37,76,2,22,59,28,72,29,55
17468,10.0,27,66,25,78,40,14,81,7,63,50
17469,10.0,64,56,7,8,91,34,16,67,62,11
17470,10.0,59,72,6,80,51,65,15,85,62,62
17471,10.0,4,78,98,31,91,72,88,90,77,7
17472,10.0,30,17,10,53,47,51,78,48,57,2
17473,10.0,97,61,64,45,98,11,47,95,4,52
17474,10.0,96,91,86,87,26,66,78,90,95,27
17475,10.0,50,33,18,55,73,24,53,7,96,53
17476,10.0,10,43,53,63,5,10,51,48,82,65
17477,10.0,10,86,19,25,36,22,84,42,43,90
17478,10.0,88,53,75,1,76,77,46,7,66,79
17479,10.0,76,74,95,33,3,56,86,89,20,61
17480,10.0,84,56,2,10,57,4,72,21,27,43
17481,10.0,8,36,69,87,14,9,22,81,38,85
17482,10.0,94,58,15,55,76,44,20,74,14,30
17483,10.0,20,90,70,30,58,20,64,97,92,44
17484,10.0,66,92,93,93,85,32,31,82,14,24
17485,10.0,53,65,36,70,82,30,7,77,97,7
17486,10.0,9,91,35,45,72,74,12,87,65,38
17487,10.0,75,16,84,27,31,25,55,62,51,47
17488,10.0,41,63,10,68,70,58,94,66,16,38
17489,10.0,75,61,37,77,52,13,35,83,83,83
17490,10.0,34,6,39,9,18,60,62,79,17,90
17491,10.0,3,88,15,45,49,42,27,74,34,18
17492,10.0,68,26,61,3,96,44,58,4,2,79
17493,10.0,9,43,20,98,43,91,57,41,79,33
17494,10.0,95,93,39,51,60,11,65,21,95,88
17495,10.0,78,62,66,11,22,18,86,13,76,33
17496,10.0,50,40,89,80,62,94,29,40,54,33
17497,10.0,2,35,48,51,88,13,33,51,51,62
17498,10.0,91,30,69,89,15,95,18,92,87,78
17499,10.0,9,95,2,83,5,83,2,42,93,37
17500,10.0,13,78,53,96,1,79,93,69,88,78
17501,10.0,87,81,32,47,81,98,90,43,2,28
17502,10.0,49,61,91,87,94,68,91,2,28,86
17503,10.0,85,57,76,82,68,12,70,37,81,59
17504,10.0,25,42,71,11,50,63,22,23,35,55
17505,10.0,25,23,83,81,73,34,82,47,5,28
17506,10.0,61,77,3,27,71,62,26,66,79,38
17507,10.0,59,97,31,41,4,98,58,3,28,82
17508,10.0,19,9,58,23,15,80,82,9,90,32
17509,10.0,44,9,66,25,69,20,13,52,90,74
17510,10.0,51,94,78,81,34,55,56,84,70,49
17511,10.0,77,30,77,42,17,76,91,57,61,67
17512,10.0,67,54,96,98,11,39,9,98,11,81
17513,10.0,65,1,4,46,16,21,25,35,33,38
17514,10.0,74,86,45,2,36,69,90,56,44,17
17515,10.0,5,31,14,28,21,80,81,90,35,86
17516,10.0,74,71,22,52,98,79,30,94,66,44
17517,10.0,9,73,81,8,30,59,1,42,52,17
17518,10.0,20,4,84,61,30,97,12,5,53,65
17519,10.0,74,21,22,31,23,16,9,19,65,78
17520,10.0,36,38,5,30,89,13,10,97,59,54
17521,10.0,40,29,4,40,50,2,28,7,20,70
17522,10.0,62,67,16,71,46,88,46,94,74,52
17523,10.0,6,50,70,32,60,87,94,32,3,58
17524,10.0,65,33,49,12,55,80,6,18,43,82
17525,10.0,47,47,90,87,6,11,78,43,51,73
17526,10.0,50,55,61,89,60,39,56,34,66,19
17527,10.0,72,66,63,84,95,64,23,63,61,30
17528,10.0,86,29,93,28,52,6,41,41,55,22
17529,10.0,1,71,9,37,28,81,80,65,52,67
17530,10.0,12,60,11,76,8,19,84,65,93,70
17531,10.0,46,46,94,67,96,34,96,21,55,76
17532,10.0,96,35,94,3,39,39,77,90,3,31
17533,10.0,25,24,60,10,28,19,31,48,37,16
17534,10.0,19,14,28,50,62,81,5,33,34,41
17535,10.0,63,84,4,46,43,81,15,82,46,29
17536,10.0,19,35,82,35,95,16,54,17,61,45
17537,10.0,41,3,67,3,95,69,61,11,25,35
17538,10.0,60,41,21,66,98,22,60,8,43,18
17539,10.0,88,46,80,84,77,88,80,38,4,73
17540,10.0,64,84,91,69,87,20,33,39,62,89
17541,10.0,23,74,56,44,2,31,86,55,57,66
17542,10.0,7,36,98,78,80,81,81,35,14,16
17543,10.0,14,73,63,39,18,95,82,14,40,84
17544,10.0,63,26,45,21,43,85,5,61,63,53
17545,10.0,52,19,82,7,88,88,52,65,85,95
17546,10.0,51,73,42,76,82,29,66,76,45,3
17547,10.0,21,68,88,72,86,88,85,78,70,33
17548,10.0,18,83,39,33,22,78,39,91,81,70
17549,10.0,54,90,3,17,42,74,11,63,62,82
17550,10.0,4,54,56,4,28,29,30,57,51,60
17551,10.0,44,16,79,15,87,43,63,15,52,75
17552,10.0,91,74,60,15,38,28,69,45,42,37
17553,10.0,42,8,32,42,12,62,20,84,59,37
17554,10.0,83,65,43,98,43,97,36,92,12,92
17555,10.0,30,28,5,33,48,36,56,73,38,78
17556,10.0,30,28,15,9,51,28,88,92,30,58
17557,10.0,27,70,62,54,8,43,26,84,71,87
17558,10.0,85,70,16,84,41,75,63,75,18,97
17559,10.0,31,8,44,48,39,27,42,3,68,6
17560,10.0,26,59,75,26,8,17,55,26,16,23
17561,10.0,55,55,81,21,21,35,41,48,49,45
17562,10.0,98,19,45,80,93,26,6,16,88,17
17563,10.0,2,77,30,77,79,21,42,10,44,84
17564,10.0,49,93,43,83,94,27,83,24,62,62
17565,10.0,30,88,52,75,27,81,19,79,29,38
17566,10.0,41,63,10,92,64,21,53,5,73,53
17567,10.0,92,87,37,96,69,69,25,28,47,44
17568,10.0,52,64,54,75,72,82,29,95,50,2
17569,10.0,36,30,82,72,2,27,54,14,98,64
17570,10.0,40,83,24,49,11,51,74,14,67,36
17571,10.0,51,88,1,98,31,8,7,29,89,2
17572,10.0,70,20,50,70,61,51,39,48,8,69
17573,10.0,21,67,64,47,13,51,31,72,25,83
17574,10.0,18,7,27,15,7,80,40,94,57,19
17575,10.0,71,77,49,55,24,90,12,64,10,18
17576,10.0,68,14,42,13,76,45,69,28,82,36
17577,10.0,50,22,80,38,30,28,32,22,36,19
17578,10.0,77,47,39,49,33,89,25,22,81,46
17579,10.0,16,1,53,93,10,29,34,40,15,66
17580,10.0,33,68,60,24,80,8,83,14,66,98
17581,10.0,40,10,43,14,1,52,68,7,51,80
17582,10.0,65,89,9,94,30,62,92,16,18,27
17583,10.0,49,67,41,60,78,32,92,98,17,16
17584,10.0,45,14,93,64,87,84,36,16,44,92
17585,10.0,30,65,31,56,74,39,11,68,81,55
17586,10.0,82,85,54,65,48,73,67,71,11,63
17587,10.0,16,88,66,98,48,3,69,25,10,20
17588,10.0,34,52,82,88,2,33,21,91,97,82
17589,10.0,86,47,82,88,3,90,20,27,61,48
17590,10.0,46,70,90,3,3,89,39,74,19,78
17591,10.0,37,45,76,18,13,45,1,84,13,89
17592,10.0,68,33,28,86,30,83,51,7,91,56
17593,10.0,22,33,56,18,22,25,47,79,55,17
17594,10.0,15,12,96,50,60,35,17,92,13,50
17595,10.0,9,93,19,16,1,30,25,75,12,49
17596,10.0,41,70,52,69,21,12,2,30,86,87
17597,10.0,50,41,50,43,26,9,56,12,19,97
17598,10.0,52,47,83,27,7,6,44,98,51,23
17599,10.0,93,83,4,34,9,92,62,22,85,90
17600,10.0,14,25,30,86,66,20,81,49,3,15
17601,10.0,6,8,75,2,48,46,54,3,54,73
17602,10.0,81,40,36,50,39,81,64,66,86,95
17603,10.0,29,64,38,87,69,66,46,6,48,75
17604,10.0,82,10,13,87,53,79,4,41,78,97
17605,10.0,23,19,46,73,9,3,32,39,45,63
17606,10.0,82,98,9,70,92,56,59,32,64,86
17607,10.0,41,20,85,17,63,17,27,24,78,18
17608,10.0,42,22,19,97,68,37,23,80,15,67
17609,10.0,1,15,43,42,94,9,34,83,16,21
17610,10.0,75,94,45,77,17,75,33,14,28,84
17611,10.0,11,29,68,71,46,66,55,7,23,74
17612,10.0,17,42,34,20,36,63,49,66,55,56
17613,10.0,37,71,17,43,10,4,57,53,37,54
17614,10.0,40,64,34,34,57,28,83,79,55,29
17615,10.0,19,41,44,56,79,11,31,50,68,8
17616,10.0,51,90,78,64,61,28,44,73,50,77
17617,10.0,13,90,11,82,44,98,6,55,85,53
17618,10.0,10,43,62,39,92,44,84,33,42,6
17619,10.0,76,73,53,64,15,58,32,30,20,4
17620,10.0,29,63,81,54,14,52,87,73,4,16
17621,10.0,84,12,73,36,60,56,18,81,37,91
17622,10.0,73,72,45,53,40,33,63,69,25,35
17623,10.0,89,5,31,76,55,94,63,94,3,62
17624,10.0,96,14,34,41,16,78,36,26,30,16
17625,10.0,80,90,9,85,83,81,2,8,23,85
17626,10.0,62,97,36,44,40,39,82,85,84,54
17627,10.0,85,58,46,19,55,16,79,67,90,16
17628,10.0,95,16,9,34,97,81,92,62,75,92
17629,10.0,95,90,68,88,97,23,8,60,32,88
17630,10.0,2,35,8,64,37,66,34,71,40,92
17631,10.0,56,89,61,90,29,8,48,26,77,50
17632,10.0,62,75,70,50,95,97,48,38,34,37
17633,10.0,93,97,97,47,42,37,54,26,8,37
17634,10.0,67,74,12,95,77,69,42,9,8,27
17635,10.0,95,71,68,95,54,36,98,13,54,23
17636,10.0,45,27,45,38,69,80,89,97,96,2
17637,10.0,24,82,57,88,78,42,21,10,15,31
17638,10.0,40,2,78,54,43,6,33,1,85,82
17639,10.0,15,94,1,22,69,14,52,75,26,96
17640,10.0,13,89,23,56,40,30,91,53,13,7
17641,10.0,53,45,30,56,60,58,50,89,8,96
17642,10.0,94,44,88,36,35,46,18,74,68,21
17643,10.0,88,33,11,54,47,66,38,87,72,97
17644,10.0,26,52,7,62,75,97,47,66,19,98
17645,10.0,29,47,57,11,54,97,16,82,42,60
17646,10.0,57,63,37,11,14,13,41,66,73,33
17647,10.0,73,34,62,3,93,83,91,58,9,71
17648,10.0,86,51,84,12,78,57,42,83,52,46
17649,10.0,28,77,71,16,69,63,18,32,42,13
17650,10.0,7,15,31,33,33,68,6,57,42,71
17651,10.0,16,36,45,27,36,23,97,16,70,60
17652,10.0,29,62,54,15,42,17,96,89,37,21
17653,10.0,85,4,79,38,84,91,62,27,93,20
17654,10.0,22,4,97,86,27,27,6,78,70,11
17655,10.0,1,18,24,68,31,59,5,78,63,71
17656,10.0,17,72,49,41,39,41,73,30,90,38
17657,10.0,38,94,51,58,22,38,24,9,45,60
17658,10.0,23,32,47,46,68,45,19,50,81,85
17659,10.0,47,62,87,7,52,80,63,83,68,63
17660,10.0,8,81,7,72,37,1,97,45,30,75
17661,10.0,43,95,35,80,9,5,83,20,83,83
17662,10.0,12,22,44,63,11,84,95,82,65,70
17663,10.0,51,31,41,82,10,45,87,89,26,78
17664,10.0,16,29,85,53,32,77,24,61,70,69
17665,10.0,44,41,37,27,28,5,91,27,15,62
17666,10.0,19,49,89,96,68,50,44,65,50,83
17667,10.0,77,84,73,35,46,20,21,6,65,6
17668,10.0,84,33,70,41,38,74,27,2,66,7
17669,10.0,3,24,82,62,3,6,60,83,22,85
17670,10.0,58,93,16,92,98,26,53,80,26,4
17671,10.0,54,33,11,66,93,87,94,65,3,69
17672,10.0,2,87,50,92,8,76,73,31,45,68
17673,10.0,66,10,16,78,65,28,6,82,8,24
17674,10.0,83,12,91,24,48,12,57,9,4,62
