,demand,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10
35135,10.0,59,98,88,83,32,45,13,31,39,98
35136,10.0,93,71,64,20,72,63,86,53,31,39
35137,10.0,35,78,90,69,55,42,57,67,93,51
35138,10.0,62,85,62,42,98,53,85,60,33,94
35139,10.0,52,27,86,59,82,94,73,65,18,98
35140,10.0,17,9,98,11,53,37,40,95,5,17
35141,10.0,77,94,28,80,7,12,69,19,4,74
35142,10.0,40,36,18,29,32,30,55,24,86,86
35143,10.0,28,30,81,65,87,35,39,17,6,77
35144,10.0,46,52,44,48,25,86,48,92,53,4
35145,10.0,81,87,80,9,16,24,39,20,52,84
35146,10.0,38,83,18,91,97,77,48,13,39,74
35147,10.0,27,28,14,20,75,22,46,91,8,2
35148,10.0,60,89,69,74,19,63,21,62,7,75
35149,10.0,17,31,16,48,52,78,92,86,50,55
35150,10.0,80,71,6,85,11,35,20,88,89,6
35151,10.0,24,62,12,1,39,71,21,23,13,59
35152,10.0,28,97,35,82,78,98,79,39,30,54
35153,10.0,49,63,41,73,70,51,43,98,47,53
35154,10.0,20,9,18,24,76,72,15,60,34,95
35155,10.0,49,84,37,39,26,12,55,91,28,34
35156,10.0,67,95,95,88,52,28,96,50,72,81
35157,10.0,3,38,94,74,40,44,50,17,70,35
35158,10.0,70,1,66,28,28,60,1,88,17,31
35159,10.0,76,6,50,76,9,46,64,63,21,65
35160,10.0,3,39,85,42,51,12,41,57,82,81
35161,10.0,28,40,45,37,63,56,66,80,52,90
35162,10.0,14,7,95,60,17,28,2,67,49,46
35163,10.0,48,19,83,74,60,44,24,18,27,38
35164,10.0,94,33,35,86,70,85,22,75,64,76
35165,10.0,71,44,72,67,27,84,14,91,92,94
35166,10.0,16,50,62,63,85,61,7,15,42,34
35167,10.0,59,50,62,61,1,89,16,67,78,10
35168,10.0,95,50,7,33,21,90,24,37,87,32
35169,10.0,11,55,79,65,17,88,36,22,78,66
35170,10.0,18,13,48,87,7,40,73,13,6,10
35171,10.0,2,56,13,36,50,30,73,31,46,70
35172,10.0,97,48,39,51,62,24,38,92,89,31
35173,10.0,75,25,31,45,67,37,69,20,90,63
35174,10.0,60,84,47,27,65,51,82,86,9,98
35175,10.0,85,52,70,89,51,23,94,31,37,88
35176,10.0,43,85,36,17,96,44,18,19,10,18
35177,10.0,81,85,51,37,43,42,34,91,52,32
35178,10.0,6,83,43,16,19,12,27,41,1,35
35179,10.0,28,83,74,86,27,84,71,90,35,4
35180,10.0,20,51,11,65,38,22,90,49,96,89
35181,10.0,61,30,26,31,40,79,46,57,29,70
35182,10.0,46,29,86,81,81,52,71,34,91,37
35183,10.0,62,58,56,4,65,33,24,85,13,12
35184,10.0,98,25,40,25,89,6,37,73,31,42
35185,10.0,68,29,31,18,2,31,9,12,60,85
35186,10.0,69,85,28,23,98,59,32,15,30,11
35187,10.0,98,27,81,93,56,76,60,27,65,40
35188,10.0,59,26,52,53,4,57,42,12,3,22
35189,10.0,69,43,47,34,79,26,26,32,23,84
35190,10.0,33,31,64,88,38,6,83,52,81,8
35191,10.0,35,86,18,88,59,21,78,64,37,48
35192,10.0,67,95,6,6,44,85,29,47,60,61
35193,10.0,61,61,27,86,31,71,78,87,16,53
35194,10.0,60,30,97,53,84,18,75,78,62,88
35195,10.0,85,39,66,76,32,92,4,61,98,35
35196,10.0,98,18,31,2,13,58,75,22,68,98
35197,10.0,33,26,55,11,16,10,21,68,52,67
35198,10.0,42,52,65,81,54,73,83,70,89,14
35199,10.0,20,1,73,31,40,96,33,60,61,75
35200,10.0,86,97,20,8,21,41,20,47,68,25
35201,10.0,24,38,10,90,16,30,20,18,71,71
35202,10.0,86,67,52,25,20,19,76,12,66,98
35203,10.0,51,63,12,21,53,62,8,38,90,96
35204,10.0,82,11,64,64,86,74,67,38,51,68
35205,10.0,67,17,54,19,42,62,90,52,67,5
35206,10.0,9,54,82,64,83,35,70,16,66,89
35207,10.0,72,64,42,55,75,28,62,2,29,64
35208,10.0,25,7,21,95,7,67,86,82,44,34
35209,10.0,82,55,55,88,43,89,79,53,48,15
35210,10.0,15,27,49,47,54,19,27,97,27,58
35211,10.0,50,96,66,70,39,67,97,41,90,34
35212,10.0,4,45,55,37,30,51,25,72,7,31
35213,10.0,29,44,74,97,67,20,40,17,37,59
35214,10.0,88,52,80,40,64,65,81,56,9,7
35215,10.0,41,46,97,64,5,12,13,96,40,3
35216,10.0,93,49,87,66,8,4,61,24,47,27
35217,10.0,92,69,72,54,54,79,92,14,88,78
35218,10.0,24,68,46,27,89,12,82,55,90,79
35219,10.0,20,26,39,23,95,54,59,8,19,69
35220,10.0,84,39,35,23,11,28,97,59,11,44
35221,10.0,29,74,68,82,25,68,12,39,62,54
35222,10.0,59,36,88,26,39,77,1,11,65,44
35223,10.0,91,92,23,39,51,79,82,38,95,17
35224,10.0,54,92,49,5,38,95,23,8,82,46
35225,10.0,43,29,98,94,62,64,78,44,52,60
35226,10.0,17,33,32,68,32,48,95,2,86,59
35227,10.0,36,29,16,90,91,75,5,45,65,77
35228,10.0,36,35,22,15,93,85,2,18,6,57
35229,10.0,63,74,53,58,60,34,18,88,7,18
35230,10.0,23,61,24,45,4,27,18,10,23,47
35231,10.0,6,39,49,22,28,19,32,42,13,8
35232,10.0,21,17,43,2,88,85,37,54,90,91
35233,10.0,98,23,23,80,50,38,98,22,76,61
35234,10.0,82,35,19,25,70,47,62,33,4,94
35235,10.0,11,52,35,9,51,66,42,94,60,70
35236,10.0,28,11,13,50,71,17,89,27,55,29
35237,10.0,78,64,31,27,87,68,43,11,29,8
35238,10.0,83,50,52,83,54,2,53,55,5,47
35239,10.0,17,64,78,68,98,2,20,60,46,11
35240,10.0,3,73,13,98,98,92,37,34,33,36
35241,10.0,32,3,70,77,64,64,21,16,20,80
35242,10.0,86,15,52,38,49,58,46,75,6,67
35243,10.0,89,53,51,84,4,25,70,18,22,18
35244,10.0,29,66,1,5,8,45,48,63,31,95
35245,10.0,82,19,33,98,37,82,54,87,17,25
35246,10.0,20,80,1,25,74,23,78,12,23,77
35247,10.0,13,32,51,47,95,25,8,64,7,42
35248,10.0,23,28,53,90,79,85,34,15,57,47
35249,10.0,89,84,49,33,71,76,46,32,78,72
35250,10.0,36,36,95,56,17,96,29,85,68,83
35251,10.0,94,23,95,56,31,65,30,35,81,17
35252,10.0,67,31,60,75,17,89,2,89,27,54
35253,10.0,97,70,64,60,62,90,28,50,78,74
35254,10.0,87,11,41,34,45,4,77,56,95,73
35255,10.0,34,68,89,9,2,59,26,77,24,3
35256,10.0,93,37,3,39,44,85,89,13,69,53
35257,10.0,62,62,27,13,45,18,56,62,63,74
35258,10.0,52,54,89,47,8,29,8,61,35,22
35259,10.0,70,72,36,49,13,83,47,15,81,91
35260,10.0,2,96,34,44,66,59,7,8,88,32
35261,10.0,69,64,40,78,97,61,83,92,4,24
35262,10.0,21,11,55,38,89,25,31,62,26,13
35263,10.0,11,35,21,69,20,94,58,77,89,7
35264,10.0,91,31,29,14,59,85,33,81,30,10
35265,10.0,1,88,36,93,20,92,1,78,35,21
35266,10.0,4,21,46,68,27,37,38,6,49,97
35267,10.0,28,25,75,12,10,94,15,48,74,35
35268,10.0,97,57,94,88,15,44,14,25,76,94
35269,10.0,50,44,41,4,55,4,36,44,19,61
35270,10.0,71,17,37,48,4,95,63,88,6,22
35271,10.0,43,88,64,41,45,79,91,60,68,13
35272,10.0,79,73,52,23,69,61,24,71,54,84
35273,10.0,12,22,57,49,76,56,58,56,82,29
35274,10.0,77,75,68,5,65,79,51,24,93,35
35275,10.0,84,17,15,79,69,34,60,30,65,97
35276,10.0,45,16,1,11,4,62,33,69,84,70
35277,10.0,57,18,37,29,32,87,6,37,73,44
35278,10.0,66,34,58,78,78,83,84,74,84,76
35279,10.0,89,58,28,21,88,15,2,9,97,79
35280,10.0,31,8,88,23,49,41,88,38,57,43
35281,10.0,38,73,42,53,36,20,88,18,13,84
35282,10.0,87,49,50,78,91,94,9,47,83,42
35283,10.0,56,32,65,31,90,79,14,15,94,63
35284,10.0,66,16,14,89,41,92,38,80,98,13
35285,10.0,47,71,86,10,85,44,26,82,31,83
35286,10.0,90,94,38,60,12,71,62,26,80,55
35287,10.0,18,82,94,52,63,16,3,31,10,4
35288,10.0,75,71,39,63,47,17,54,21,72,91
35289,10.0,23,30,14,94,34,97,95,24,58,54
35290,10.0,93,57,74,20,29,23,16,5,75,3
35291,10.0,3,68,57,60,48,96,95,33,82,16
35292,10.0,5,85,1,58,92,54,58,66,93,52
35293,10.0,45,32,35,54,48,71,83,54,94,87
35294,10.0,24,2,94,2,86,52,66,98,38,42
35295,10.0,30,49,54,25,8,97,28,6,37,12
35296,10.0,4,96,77,60,74,74,2,87,92,74
35297,10.0,43,71,31,97,11,53,73,33,79,12
35298,10.0,10,38,18,85,83,85,21,10,94,5
35299,10.0,91,18,75,80,42,8,91,80,49,58
35300,10.0,39,54,65,31,21,15,17,69,47,23
35301,10.0,17,23,84,67,43,9,64,17,26,76
35302,10.0,28,56,12,14,94,42,94,95,39,98
35303,10.0,52,85,57,17,3,76,60,30,37,22
35304,10.0,85,12,15,10,15,36,10,94,92,20
35305,10.0,60,63,74,9,56,13,63,48,24,74
35306,10.0,49,26,35,12,85,69,3,33,81,28
35307,10.0,17,59,6,7,32,62,56,38,76,73
35308,10.0,87,91,84,78,85,27,8,34,22,81
35309,10.0,13,19,84,30,82,14,46,86,69,27
35310,10.0,68,95,98,59,83,56,93,62,64,87
35311,10.0,36,78,98,84,96,29,31,55,52,10
35312,10.0,85,74,2,44,87,36,79,12,67,58
35313,10.0,32,47,47,83,82,27,56,77,84,10
35314,10.0,43,20,34,63,94,7,48,65,64,80
35315,10.0,23,19,45,58,77,74,33,35,51,19
35316,10.0,53,28,47,13,63,26,43,17,22,5
35317,10.0,2,22,58,8,20,50,39,4,92,37
35318,10.0,66,58,12,67,83,60,22,51,34,48
35319,10.0,88,30,15,29,33,70,51,48,66,33
35320,10.0,6,80,94,42,86,49,88,95,4,87
35321,10.0,42,22,94,97,73,17,52,21,27,28
35322,10.0,92,13,85,4,28,36,57,52,31,19
35323,10.0,43,34,55,32,17,81,83,95,8,46
35324,10.0,57,84,65,35,81,35,58,12,40,95
35325,10.0,21,43,8,23,65,30,11,37,34,14
35326,10.0,39,73,87,45,53,74,68,26,85,64
35327,10.0,44,44,19,20,73,42,95,35,38,55
35328,10.0,94,48,97,57,94,43,68,28,78,33
35329,10.0,68,66,84,86,96,19,48,72,53,66
35330,10.0,75,78,83,73,29,69,48,53,28,3
35331,10.0,25,13,45,29,57,13,19,63,19,65
35332,10.0,11,48,77,93,40,4,95,3,18,29
35333,10.0,19,41,81,57,24,40,22,92,76,18
35334,10.0,4,72,43,95,14,40,21,26,21,71
35335,10.0,24,18,52,96,44,56,77,64,80,58
35336,10.0,91,42,42,5,81,96,13,40,74,5
35337,10.0,56,7,48,88,9,98,12,94,46,20
35338,10.0,29,91,81,55,21,88,25,47,80,62
35339,10.0,30,62,62,80,82,75,9,86,52,8
35340,10.0,75,37,71,83,91,47,9,64,28,78
35341,10.0,42,53,94,64,13,60,62,74,18,23
35342,10.0,24,11,58,87,56,77,69,69,8,26
35343,10.0,71,77,24,73,68,65,93,51,77,11
35344,10.0,21,76,71,12,68,24,76,45,42,62
35345,10.0,38,23,56,49,79,92,76,40,85,22
35346,10.0,97,84,39,13,94,13,90,43,95,73
35347,10.0,8,22,34,97,60,65,52,44,1,6
35348,10.0,58,9,70,52,26,77,87,35,22,26
35349,10.0,64,74,76,49,22,69,31,75,57,43
35350,10.0,60,56,31,95,3,61,75,66,49,23
35351,10.0,54,37,23,31,75,84,5,85,24,69
35352,10.0,24,10,85,49,69,95,46,16,77,90
35353,10.0,95,68,41,5,22,83,41,24,1,38
35354,10.0,84,84,18,63,3,42,24,71,42,95
35355,10.0,57,31,97,32,69,56,13,54,2,56
35356,10.0,73,55,40,58,43,63,35,60,46,47
35357,10.0,86,75,10,85,6,18,41,56,37,75
35358,10.0,98,88,12,81,7,10,56,86,44,28
35359,10.0,24,14,5,12,84,5,57,9,13,94
35360,10.0,10,16,79,6,24,87,66,27,54,94
35361,10.0,42,31,69,43,16,85,82,77,5,53
35362,10.0,53,59,6,59,53,47,64,63,98,14
35363,10.0,47,59,81,81,8,55,74,60,7,18
35364,10.0,79,23,36,40,54,57,69,34,77,73
35365,10.0,39,6,48,85,20,62,90,50,61,38
35366,10.0,52,36,47,9,7,67,29,9,62,71
35367,10.0,86,63,87,65,3,91,51,89,15,11
35368,10.0,6,86,51,79,74,50,71,45,25,18
35369,10.0,89,58,68,38,64,82,4,10,24,94
35370,10.0,41,9,78,62,50,83,51,66,72,73
35371,10.0,25,38,76,67,15,32,2,76,74,61
35372,10.0,13,10,78,34,73,10,98,32,1,78
35373,10.0,92,81,94,69,93,98,37,33,49,57
35374,10.0,36,64,65,8,86,6,33,1,97,97
35375,10.0,73,20,8,37,44,94,9,70,77,81
35376,10.0,15,61,66,58,92,7,95,43,8,50
35377,10.0,1,24,96,78,71,47,4,32,14,76
35378,10.0,41,79,57,57,73,10,26,41,9,30
35379,10.0,68,19,32,50,45,84,42,46,14,28
35380,10.0,81,56,81,52,17,1,74,11,19,34
35381,10.0,34,50,4,74,31,50,71,35,87,50
35382,10.0,8,60,48,94,75,26,20,58,19,9
35383,10.0,46,30,64,24,46,6,41,22,30,72
35384,10.0,28,72,13,71,43,20,93,57,72,96
35385,10.0,96,16,95,29,37,91,64,14,19,34
35386,10.0,49,66,89,71,69,11,10,89,84,50
35387,10.0,4,46,10,85,55,79,17,35,82,93
35388,10.0,83,7,43,19,50,74,41,22,39,14
35389,10.0,20,39,57,34,29,8,76,41,18,48
35390,10.0,79,84,57,22,42,51,39,11,27,20
35391,10.0,30,95,85,41,71,8,63,13,71,77
35392,10.0,86,73,2,14,48,88,64,23,74,72
35393,10.0,70,38,24,71,19,51,74,45,52,25
35394,10.0,21,24,86,45,82,63,49,27,97,4
35395,10.0,96,97,43,56,19,80,64,52,60,12
35396,10.0,1,19,88,56,20,23,79,58,15,49
35397,10.0,25,82,77,31,61,88,32,89,31,51
35398,10.0,35,64,91,38,27,62,71,86,59,39
35399,10.0,37,21,58,50,19,96,72,60,10,19
35400,10.0,41,76,67,68,17,66,46,46,39,62
35401,10.0,47,53,71,26,75,24,28,57,42,24
35402,10.0,1,38,62,53,72,50,24,26,2,53
35403,10.0,54,96,59,45,17,50,69,62,51,73
35404,10.0,35,80,61,56,69,43,92,47,71,49
35405,10.0,32,43,84,4,89,70,53,22,67,49
35406,10.0,52,92,63,20,93,52,11,81,56,51
35407,10.0,71,12,85,27,62,74,81,32,38,29
35408,10.0,84,65,75,4,33,90,85,11,30,90
35409,10.0,77,9,7,10,81,14,44,82,53,56
35410,10.0,43,34,97,39,91,87,35,56,51,82
35411,10.0,58,32,55,66,59,10,7,49,14,38
35412,10.0,35,43,59,3,92,75,16,25,7,68
35413,10.0,96,94,92,10,68,18,43,82,83,58
35414,10.0,15,21,11,71,12,68,20,90,72,64
35415,10.0,21,31,33,24,84,35,44,27,42,89
35416,10.0,60,82,1,69,86,77,18,74,98,52
35417,10.0,68,34,21,73,98,86,78,74,87,45
35418,10.0,48,82,49,57,10,84,35,96,8,70
35419,10.0,32,35,34,53,18,2,26,35,87,96
35420,10.0,70,88,87,60,98,30,12,24,52,28
35421,10.0,73,71,16,3,73,68,9,10,41,70
35422,10.0,95,38,77,90,62,20,17,4,91,70
35423,10.0,75,21,2,19,49,85,59,74,30,79
35424,10.0,86,66,96,76,24,75,13,18,90,62
35425,10.0,21,79,76,73,49,16,87,74,83,76
35426,10.0,78,90,1,47,24,30,2,65,21,40
35427,10.0,15,13,98,6,26,27,17,98,46,79
35428,10.0,36,55,37,44,36,72,23,79,19,86
35429,10.0,16,78,47,60,19,43,88,7,76,97
35430,10.0,57,54,62,95,89,87,83,38,74,13
35431,10.0,82,16,20,60,18,7,67,83,82,61
35432,10.0,57,69,50,37,74,66,51,10,41,94
35433,10.0,73,70,21,19,83,26,49,70,34,37
35434,10.0,1,53,30,84,28,20,28,80,15,60
35435,10.0,92,72,43,22,42,51,6,5,14,70
35436,10.0,57,68,79,92,55,58,53,30,35,58
35437,10.0,28,30,19,85,52,17,68,32,29,94
35438,10.0,73,23,70,57,23,92,13,85,12,69
35439,10.0,50,50,20,73,94,13,14,10,59,46
35440,10.0,82,82,40,48,96,24,69,55,35,89
35441,10.0,90,12,11,72,26,39,56,70,60,50
35442,10.0,61,95,1,53,58,56,66,20,60,26
35443,10.0,58,72,39,83,95,32,51,85,2,1
35444,10.0,49,42,61,4,31,56,83,24,10,30
35445,10.0,42,10,74,12,54,51,88,38,95,64
35446,10.0,43,80,24,66,27,84,55,56,25,11
35447,10.0,89,10,2,28,70,87,25,18,11,22
35448,10.0,5,26,17,56,75,48,66,68,50,26
35449,10.0,33,5,10,56,51,42,16,24,86,92
35450,10.0,64,79,56,64,19,21,50,59,88,4
35451,10.0,48,69,13,72,2,71,30,93,62,86
35452,10.0,53,97,44,13,33,1,85,38,16,62
35453,10.0,29,29,33,79,32,95,42,3,83,83
35454,10.0,26,4,49,62,80,70,63,27,33,87
35455,10.0,90,68,74,9,96,73,80,56,11,49
35456,10.0,90,94,35,27,13,62,69,46,51,67
35457,10.0,22,12,71,32,16,61,25,13,56,61
35458,10.0,57,58,36,46,35,95,20,56,26,90
35459,10.0,15,30,74,91,35,1,47,26,82,48
35460,10.0,10,95,66,58,2,30,38,89,1,32
35461,10.0,76,42,82,98,5,66,62,97,37,6
35462,10.0,42,61,44,70,81,14,42,47,61,70
35463,10.0,2,87,78,79,49,47,35,67,78,25
35464,10.0,10,4,79,3,1,13,23,71,74,1
35465,10.0,53,35,75,44,40,47,10,77,45,87
35466,10.0,16,16,51,96,85,21,16,21,17,57
35467,10.0,85,31,29,71,73,76,45,71,79,76
35468,10.0,9,38,78,41,75,45,98,92,87,5
35469,10.0,17,55,21,82,51,32,46,34,46,23
35470,10.0,40,76,71,15,72,57,82,49,9,65
35471,10.0,55,41,13,58,76,12,48,89,18,20
35472,10.0,56,10,48,12,12,26,6,86,7,72
35473,10.0,97,79,93,85,25,78,70,90,9,28
35474,10.0,22,16,23,46,40,68,41,31,73,34
35475,10.0,43,32,23,17,27,87,16,51,18,95
35476,10.0,75,20,2,1,60,50,89,9,6,54
35477,10.0,35,26,8,11,38,76,85,7,16,44
35478,10.0,78,64,83,60,16,53,55,86,51,37
35479,10.0,84,98,29,16,21,36,42,47,93,34
35480,10.0,82,36,73,27,19,20,83,74,13,34
35481,10.0,28,89,33,89,92,90,3,14,28,54
35482,10.0,48,18,74,80,75,83,21,72,90,25
35483,10.0,80,74,4,14,15,57,11,60,7,24
35484,10.0,66,69,69,61,85,58,43,10,89,28
35485,10.0,98,31,89,80,83,13,83,47,34,42
35486,10.0,4,95,13,41,78,79,44,93,52,78
35487,10.0,5,71,76,61,72,80,58,26,7,8
35488,10.0,39,3,14,98,52,63,80,13,17,70
35489,10.0,55,90,10,43,82,84,52,81,78,50
35490,10.0,90,78,80,65,5,35,96,84,67,48
35491,10.0,88,8,37,35,47,86,40,38,71,37
35492,10.0,53,25,86,12,14,85,84,39,89,68
35493,10.0,48,31,5,52,78,34,54,87,4,46
35494,10.0,14,86,33,25,83,82,50,4,59,37
35495,10.0,36,26,62,90,36,18,58,73,62,71
35496,10.0,2,26,64,7,18,3,95,33,76,38
35497,10.0,36,45,66,76,98,80,72,36,14,79
35498,10.0,57,86,65,41,41,36,28,70,49,19
35499,10.0,26,78,30,11,23,44,34,88,53,31
35500,10.0,25,75,33,36,2,69,15,46,78,98
35501,10.0,92,76,89,58,25,54,34,49,87,2
35502,10.0,87,48,24,10,8,52,62,21,61,31
35503,10.0,37,22,46,61,67,40,32,90,53,74
35504,10.0,94,53,98,28,57,25,76,76,24,16
35505,10.0,37,62,35,8,50,47,94,44,3,82
35506,10.0,63,74,47,59,90,20,54,29,47,17
35507,10.0,2,67,87,77,75,60,71,73,79,70
35508,10.0,28,7,81,72,83,31,89,33,33,63
35509,10.0,26,91,39,37,59,59,44,94,92,53
35510,10.0,41,80,20,45,57,40,13,77,4,53
35511,10.0,19,15,77,80,54,13,36,56,5,62
35512,10.0,27,29,23,63,50,17,74,33,13,91
35513,10.0,91,60,44,82,4,83,91,80,36,43
35514,10.0,7,85,12,70,53,60,62,12,41,33
35515,10.0,26,45,71,15,19,58,66,5,33,42
35516,10.0,52,71,54,43,95,8,74,65,74,25
35517,10.0,60,53,4,56,95,31,34,74,59,67
35518,10.0,59,84,14,64,82,89,23,72,5,31
35519,10.0,30,26,42,32,55,74,68,86,69,85
35520,10.0,3,23,91,76,77,4,43,82,5,60
35521,10.0,52,95,10,34,88,29,86,15,25,91
35522,10.0,8,19,53,9,18,40,9,35,87,81
35523,10.0,49,57,95,46,71,30,14,54,94,5
35524,10.0,51,36,34,87,84,82,27,44,58,76
35525,10.0,94,70,90,93,32,22,17,30,9,93
35526,10.0,10,67,21,73,7,93,82,91,48,60
35527,10.0,43,81,59,38,70,78,28,49,28,70
35528,10.0,94,8,74,95,46,44,98,86,78,89
35529,10.0,61,75,3,63,10,91,23,90,29,51
35530,10.0,72,87,8,45,95,45,64,40,91,93
35531,10.0,64,50,91,8,77,63,8,53,16,64
35532,10.0,46,84,22,97,36,41,49,17,29,88
35533,10.0,85,29,1,17,3,37,93,22,54,7
35534,10.0,20,2,63,33,61,22,67,53,15,53
35535,10.0,19,73,27,34,79,12,75,9,46,48
35536,10.0,7,45,37,37,4,42,80,83,55,2
35537,10.0,57,63,34,27,61,24,53,67,69,19
35538,10.0,7,32,83,21,51,47,5,20,57,84
35539,10.0,60,10,33,90,10,14,27,95,52,20
35540,10.0,1,93,48,27,87,61,88,19,43,15
35541,10.0,35,88,3,75,2,96,84,32,82,57
35542,10.0,23,46,98,4,56,12,9,66,53,25
35543,10.0,18,57,14,40,13,56,53,64,87,18
35544,10.0,65,98,26,10,87,77,10,51,54,73
35545,10.0,25,91,84,95,93,90,90,20,73,80
35546,10.0,93,18,24,73,79,29,70,5,71,42
35547,10.0,39,51,80,76,5,96,50,47,66,6
35548,10.0,44,16,15,21,80,73,80,5,60,24
35549,10.0,87,22,45,69,15,72,87,27,93,3
35550,10.0,40,40,51,68,86,53,89,85,38,46
35551,10.0,59,85,94,90,97,22,11,90,91,62
35552,10.0,87,14,27,6,2,51,68,12,17,49
35553,10.0,18,22,27,41,91,64,20,20,68,44
35554,10.0,66,97,10,38,89,76,18,62,47,66
35555,10.0,49,68,35,66,38,28,18,72,47,76
35556,10.0,9,4,27,12,6,31,31,2,44,71
35557,10.0,64,81,33,52,3,16,3,92,7,16
35558,10.0,4,83,71,69,87,43,40,85,77,47
35559,10.0,3,5,24,38,84,83,57,63,4,88
35560,10.0,54,76,7,59,13,23,78,66,81,32
35561,10.0,92,56,1,36,28,70,51,32,14,66
35562,10.0,79,75,60,96,25,47,98,57,38,74
35563,10.0,75,37,73,36,16,68,26,11,6,18
35564,10.0,22,2,22,60,16,11,92,94,31,44
35565,10.0,62,9,59,71,33,63,96,7,44,58
35566,10.0,98,75,72,12,14,8,46,72,78,19
35567,10.0,62,84,29,31,45,35,49,59,97,87
35568,10.0,51,50,3,7,13,6,56,6,27,17
35569,10.0,59,2,96,25,53,74,87,35,65,71
35570,10.0,79,70,71,74,52,5,88,25,80,40
35571,10.0,90,21,40,19,45,72,40,28,97,87
35572,10.0,19,22,35,48,30,23,82,2,20,9
35573,10.0,80,80,31,18,64,63,15,12,13,47
35574,10.0,45,32,43,96,80,92,86,12,2,83
35575,10.0,29,54,33,6,74,80,76,5,30,78
35576,10.0,67,78,91,41,62,32,64,34,76,29
35577,10.0,1,59,68,55,83,7,18,76,28,4
35578,10.0,8,69,67,64,12,35,12,41,34,52
35579,10.0,26,74,49,5,64,8,29,32,6,80
35580,10.0,40,69,23,78,41,40,11,8,25,54
35581,10.0,31,59,80,54,50,71,78,2,74,45
35582,10.0,27,72,2,10,90,48,56,32,86,88
35583,10.0,67,86,6,53,61,51,11,52,45,66
35584,10.0,62,76,2,36,80,7,96,38,17,46
35585,10.0,72,39,23,65,24,77,12,56,58,32
35586,10.0,57,9,68,43,96,52,14,24,53,95
35587,10.0,51,61,23,54,93,94,92,35,9,79
35588,10.0,15,81,92,35,66,91,79,20,6,40
35589,10.0,70,97,47,82,85,43,35,61,28,52
35590,10.0,22,7,91,67,3,3,34,54,29,37
35591,10.0,26,66,66,91,76,33,57,7,30,94
35592,10.0,41,89,98,56,44,45,85,51,75,5
35593,10.0,21,34,55,77,76,18,74,6,8,97
35594,10.0,90,39,2,68,12,1,93,6,63,86
35595,10.0,18,42,74,52,87,84,57,72,3,1
35596,10.0,78,15,7,83,48,31,20,29,48,50
35597,10.0,78,62,15,34,5,37,4,16,22,38
35598,10.0,15,94,83,46,14,12,20,63,27,55
35599,10.0,59,38,67,66,27,20,30,80,46,22
35600,10.0,44,41,64,7,40,14,9,47,88,46
35601,10.0,21,20,82,80,1,46,69,95,80,87
35602,10.0,68,41,6,66,23,90,1,11,96,80
35603,10.0,1,32,23,62,96,74,28,38,46,83
35604,10.0,46,68,28,64,46,66,50,63,20,32
35605,10.0,59,25,9,12,61,39,95,60,27,11
35606,10.0,82,17,49,36,12,84,85,69,31,13
35607,10.0,42,12,5,5,78,86,13,14,57,69
35608,10.0,28,68,5,60,85,18,18,81,76,30
35609,10.0,32,91,84,3,34,29,5,48,11,2
35610,10.0,41,8,8,36,94,75,49,82,40,3
35611,10.0,49,64,18,42,91,83,5,37,76,57
35612,10.0,83,62,6,10,21,31,17,58,21,23
35613,10.0,18,29,21,19,26,16,82,82,38,11
35614,10.0,75,24,10,86,90,1,10,76,10,37
35615,10.0,29,98,15,45,51,74,49,39,51,43
35616,10.0,47,71,2,87,45,2,28,18,30,44
35617,10.0,7,74,51,26,86,16,65,40,81,72
35618,10.0,54,79,82,51,43,97,3,93,56,14
35619,10.0,23,24,97,47,69,83,19,65,70,96
35620,10.0,46,70,35,86,98,71,14,81,77,32
35621,10.0,43,24,20,60,29,22,43,73,70,45
35622,10.0,50,65,14,65,91,91,68,25,64,11
35623,10.0,39,40,15,48,98,61,5,12,47,22
35624,10.0,89,89,73,12,89,34,18,75,38,67
35625,10.0,73,88,78,29,24,66,13,92,25,29
35626,10.0,52,53,94,66,35,25,55,93,35,89
35627,10.0,56,62,58,28,66,65,82,72,23,26
35628,10.0,42,73,31,15,83,9,9,52,72,31
35629,10.0,69,41,96,81,41,81,73,97,33,64
35630,10.0,42,84,54,41,42,10,39,15,47,10
35631,10.0,39,30,24,33,52,40,40,25,21,49
35632,10.0,18,64,39,75,22,35,76,25,74,79
35633,10.0,95,26,94,53,14,62,26,85,45,3
35634,10.0,32,74,65,31,57,92,94,46,15,70
35635,10.0,36,40,70,2,2,52,39,39,9,14
35636,10.0,39,78,16,98,7,45,79,9,98,51
35637,10.0,53,46,85,78,58,84,25,59,42,76
35638,10.0,77,58,32,16,64,43,69,77,82,47
35639,10.0,23,43,4,98,51,3,73,22,89,46
35640,10.0,58,5,47,2,95,20,11,80,84,76
35641,10.0,71,75,11,32,61,56,79,55,30,57
35642,10.0,40,88,25,14,46,1,40,49,10,68
35643,10.0,25,38,49,61,73,73,37,31,76,69
35644,10.0,20,69,47,46,87,60,65,15,75,98
35645,10.0,44,51,39,19,33,20,27,11,62,6
35646,10.0,77,17,30,24,88,23,40,29,32,19
35647,10.0,67,83,27,94,72,21,30,90,27,52
35648,10.0,94,56,62,64,72,62,30,25,78,83
35649,10.0,22,48,47,19,13,10,37,98,97,6
35650,10.0,21,58,78,65,2,17,94,96,79,52
35651,10.0,33,63,28,50,70,86,63,88,27,38
